Greedy_RefOnly	Greedy_Nr	Greedy_NrEuk	MEM_RefOnly	MEM_Nr	MEM_NrEuk	averVal	COV	taxonomy
321	0	0	188	0	0	84.8333	1.62659	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__oligotrophicum__Bradyrhizobium__oligotrophicum__S58
218	34	34	157	34	29	84.3333	0.97507	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bosea__Bosea__vaviloviae
218	29	27	182	29	21	84.3333	1.0715	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Burkholderiaceae__Polynucleobacter__Polynucleobacter__asymbioticus
0	118	115	0	118	152	83.8333	0.7914	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Dyadobacter
184	49	47	128	49	44	83.5	0.70554	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Acetobacteraceae__Granulibacter__Granulibacter__bethesdensis
0	111	111	0	111	167	83.3333	0.81715	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Pseudorhodobacter
155	53	53	151	53	34	83.1667	0.65658	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Rhodospirillaceae__Azospirillum
256	26	26	147	26	17	83	1.18205	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.__ORS__278
0	130	129	0	130	108	82.8333	0.78121	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Micropepsales__Micropepsaceae__Rhizomicrobium__Rhizomicrobium__sp.__SCGC__AG-212-E05
0	133	136	0	133	94	82.6667	0.79705	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__sp.__Leaf2
0	136	134	0	136	90	82.6667	0.80324	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Mucilaginibacter__Mucilaginibacter__sp.__44-25
197	34	34	168	34	28	82.5	0.94588	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Caulobacterales__Caulobacteraceae__Caulobacter__Caulobacter__sp.__K31
262	0	0	232	0	0	82.3333	1.55347	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cyclobacteriaceae__Echinicola__Echinicola__vietnamensis__Echinicola__vietnamensis__DSM__17526
221	36	36	134	36	29	82	0.96306	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__ishigakiensis
86	50	45	109	50	150	81.6667	0.51327	root__cellular__organisms__Bacteria__Terrabacteria__group__Actinobacteria__Actinobacteria__Corynebacteriales__Nocardiaceae__Rhodococcus
280	0	0	209	0	0	81.5	1.5735	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Rhodopseudomonas__Rhodopseudomonas__palustris__Rhodopseudomonas__palustris__BisA53
0	130	129	0	130	99	81.3333	0.78825	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__unclassified__Rhizobiales__unclassified__Rhizobiales__(miscellaneous)__Rhizobiales__bacterium__64-17
0	122	123	0	122	119	81	0.77477	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__terrae__Kim__and__Jung__2007
213	25	25	164	25	32	80.6667	1.05367	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Methylobacteriaceae__Methylobacterium__Methylobacterium__aquaticum
68	55	55	124	55	126	80.5	0.43281	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Oxalobacteraceae
27	75	75	100	75	129	80.1667	0.42061	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae
0	128	128	0	128	97	80.1667	0.78894	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__lindaniclasticum
0	127	127	0	127	99	80	0.78637	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingobium__Sphingobium__xenophagum
0	137	137	0	137	69	80	0.84165	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__unclassified__Sphingobacteriales__unclassified__Sphingobacteriales__(miscellaneous)__Sphingobacteriales__bacterium__41-5
0	133	131	0	133	82	79.8333	0.81223	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Polaromonas__Polaromonas__sp.__OV174
0	134	136	0	134	74	79.6667	0.8289	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Filomicrobium
44	93	88	48	93	111	79.5	0.34132	root__cellular__organisms__Bacteria__Proteobacteria__delta/epsilon__subdivisions__Deltaproteobacteria__Myxococcales__Sorangiineae__Polyangiaceae__Sorangium__Sorangium__cellulosum
18	40	38	149	40	191	79.3333	0.90699	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group
0	129	130	0	129	87	79.1667	0.80182	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rubellimicrobium__Rubellimicrobium__thermophilum
218	27	27	155	27	21	79.1667	1.08032	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Hydrogenophaga__Hydrogenophaga__sp.__RAC07
88	81	81	103	81	40	79	0.26492	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__denitrificans
0	129	130	0	129	86	79	0.80321	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Novosphingobium__Novosphingobium__pentaromativorans
0	132	132	0	132	78	79	0.81859	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Paracoccus__Paracoccus__sanguinis
193	31	31	169	31	19	79	1.00644	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Rhodovulum
154	54	54	112	54	45	78.8333	0.56001	root__cellular__organisms__Bacteria__PVC__group__Verrucomicrobia__unclassified__Verrucomicrobia__unclassified__Verrucomicrobia__(miscellaneous)__Verrucomicrobia__bacterium__IMCC26134
0	125	129	0	125	93	78.6667	0.79201	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__[Flexibacter]__sp.__ATCC__35208
0	127	127	0	127	90	78.5	0.79582	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Curvibacter__Curvibacter__putative__symbiont__of__Hydra__magnipapillata
41	83	74	79	83	110	78.3333	0.28312	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Bacilli__Bacillales__Bacillaceae__Bacillus
144	51	51	127	51	44	78	0.57621	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Candidatus__Methylopumilus__Candidatus__Methylopumilus__turicensis
0	122	123	0	122	101	78	0.78182	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae__Pirellula__Pirellula__staleyi
234	27	28	135	27	16	77.8333	1.1366	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sp.__LM7
173	38	38	144	38	31	77	0.82922	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Cellvibrionales__Halieaceae__Halioglobus__Halioglobus__pacificus
0	124	124	0	124	89	76.8333	0.79443	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Falsirhodobacter__Falsirhodobacter__sp.__alg1
201	27	27	141	27	36	76.5	0.98953	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Phyllobacteriaceae__Mesorhizobium__Mesorhizobium__sp.__B7
0	118	118	0	118	104	76.3333	0.77785	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Bradyrhizobium__Bradyrhizobium__sp.__OHSU_III
0	118	119	0	118	102	76.1667	0.77905	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__unclassified__Rhizobiales__unclassified__Rhizobiales__(miscellaneous)
0	122	122	0	122	91	76.1667	0.79047	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Legionellales__Legionellaceae__Legionella__Legionella__adelaidensis
0	130	126	0	130	71	76.1667	0.82846	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Isosphaeraceae__Singulisphaera__Singulisphaera__sp.__GP187
162	45	43	127	45	32	75.6667	0.72249	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__unclassified__Betaproteobacteria__unclassified__Betaproteobacteria__(miscellaneous)__Betaproteobacteria__bacterium__GR16-43
262	0	0	188	0	0	75	1.5803	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Erythrobacter__Erythrobacter__litoralis__Erythrobacter__litoralis__HTCC2594
104	48	47	78	48	124	74.8333	0.44291	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Pseudomonadaceae__Pseudomonas__Pseudomonas__aeruginosa__group__Pseudomonas__aeruginosa
0	122	120	0	122	85	74.8333	0.79715	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Ohtaekwangia__Ohtaekwangia__koreensis
275	0	0	174	0	0	74.8333	1.60691	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Leisingera__Leisingera__methylohalidivorans__Leisingera__methylohalidivorans__DSM__14336
0	122	121	0	122	83	74.6667	0.80016	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Loktanella__Loktanella__vestfoldensis
22	30	28	161	30	177	74.6667	0.98175	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Planctomycetaceae
225	24	24	137	24	14	74.6667	1.16552	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingopyxis__Sphingopyxis__sp.__QXT-31
158	43	43	125	43	35	74.5	0.71178	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Variovorax__Variovorax__sp.__PAMC__28711
0	119	120	0	119	89	74.5	0.7905	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseisalinus__Roseisalinus__antarcticus
0	0	252	0	0	195	74.5	1.56797	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Microsporidia__Microsporidia__incertae__sedis__Mitosporidium__Mitosporidium__daphniae
0	126	127	0	126	67	74.3333	0.83402	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__heparinus
143	51	50	107	51	41	73.8333	0.56082	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Nevskiales__Sinobacteraceae__Steroidobacter__Steroidobacter__denitrificans
0	119	117	0	119	86	73.5	0.79318	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Erythrobacter__Erythrobacter__sp.__SG61-1L
253	0	0	188	0	0	73.5	1.57423	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Bacteroidia__Bacteroidales__Porphyromonadaceae__Paludibacter__Paludibacter__propionicigenes__Paludibacter__propionicigenes__WB4
150	40	39	125	40	44	73	0.69332	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Methylophilales__Methylophilaceae__Methylovorus
0	122	114	0	122	79	72.8333	0.80474	root__cellular__organisms__Bacteria__PVC__group__Planctomycetes__Planctomycetia__Planctomycetales__Isosphaeraceae__Singulisphaera__Singulisphaera__acidiphila
262	0	0	174	0	0	72.6667	1.59582	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Citromicrobium__Citromicrobium__sp.__JL477
222	28	28	111	28	18	72.5	1.11619	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhizobiaceae__Shinella__Shinella__sp.__HZN7
0	113	113	0	113	94	72.1667	0.78128	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Fibrisoma__Fibrisoma__limi
0	114	113	0	114	90	71.8333	0.78505	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__sp.__NDB2Meth4
0	120	118	0	120	73	71.8333	0.81395	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__zavarzinii
259	0	0	172	0	0	71.8333	1.59583	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Rhodobiaceae__Parvibaculum__Parvibaculum__lavamentivorans__Parvibaculum__lavamentivorans__DS-1
141	40	40	89	40	80	71.6667	0.56457	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Xanthomonadales__Xanthomonadaceae__Xanthomonas
0	118	118	0	118	76	71.6667	0.80717	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sp.__PAMC__26605
195	33	33	108	33	28	71.6667	0.94479	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Hymenobacteraceae__Rufibacter__Rufibacter__sp.__DG15C
178	28	29	140	28	27	71.6667	0.95874	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseobacter
0	122	121	0	122	64	71.5	0.83522	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseovarius__Roseovarius__azorensis
0	112	111	0	112	92	71.1667	0.78197	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Sphingomonadaceae__Sphingomonas__Sphingomonas__sanxanigenens
155	23	23	173	23	30	71.1667	1.0143	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Bordetella
0	117	117	0	117	75	71	0.80777	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Sphingobacteriia__Sphingobacteriales__Sphingobacteriaceae__Pedobacter__Pedobacter__luteus
0	113	113	0	113	86	70.8333	0.78854	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Runella__Runella__zeae
127	50	50	102	50	44	70.5	0.49736	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Beijerinckiaceae__Chelatococcus
0	108	107	0	108	100	70.5	0.77576	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Loktanella__Loktanella__fryxellensis
0	122	122	0	122	57	70.5	0.85294	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__unclassified__Rhodobacteraceae__Rhodobacteraceae__bacterium__GWF1_65_7
0	116	111	0	116	79	70.3333	0.79908	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__unclassified__Rhodospirillales__unclassified__Rhodospirillales__(miscellaneous)__Rhodospirillales__bacterium__URHD0088
0	115	112	0	115	79	70.1667	0.79848	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Cytophagia__Cytophagales__Cytophagaceae__Sporocytophaga__Sporocytophaga__myxococcoides
0	0	248	0	0	173	70.1667	1.58564	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Cryptomycota__Rozella__Rozella__allomycis__Rozella__allomycis__CSF55
0	114	113	0	114	79	70	0.79801	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__troitsensis
88	59	58	93	59	61	69.6667	0.23317	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Alcaligenaceae__Achromobacter
0	110	109	0	110	88	69.5	0.78397	root__cellular__organisms__Bacteria__FCB__group__Bacteroidetes/Chlorobi__group__Bacteroidetes__Chitinophagia__Chitinophagales__Chitinophagaceae__Chitinophaga__Chitinophaga__arvensicola
221	20	20	120	20	12	68.8333	1.23541	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Octadecabacter__Octadecabacter__temperatus
0	110	106	0	110	86	68.6667	0.78536	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Sphingomonadales__Erythrobacteraceae__Altererythrobacter__Altererythrobacter__sp.__Root672
0	0	241	0	0	169	68.3333	1.58462	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Zoopagomycota__Entomophthoromycotina__Basidiobolomycetes__Basidiobolales__Basidiobolaceae__Basidiobolus__Basidiobolus__meristosporus__Basidiobolus__meristosporus__CBS__931.73
14	95	93	27	95	85	68.1667	0.54768	root__cellular__organisms__Bacteria__Proteobacteria__Betaproteobacteria__Burkholderiales__Comamonadaceae__Hydrogenophaga
16	64	55	54	64	156	68.1667	0.68321	root__cellular__organisms__Bacteria__Terrabacteria__group__Firmicutes__Clostridia__Clostridiales
0	0	77	0	0	332	68.1667	1.9492	root__cellular__organisms__Eukaryota__Opisthokonta__Fungi__Dikarya
0	110	111	0	110	77	68	0.79754	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Hyphomicrobiaceae__Hyphomicrobium__Hyphomicrobium__sp.__99
0	107	106	0	107	87	67.8333	0.78271	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Tropicibacter__Tropicibacter__naphthalenivorans
0	106	106	0	106	85	67.1667	0.784	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhizobiales__Bradyrhizobiaceae__Afipia
0	108	109	0	108	77	67	0.79551	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodospirillales__Rhodospirillaceae__Dongia__Dongia__sp.__URHE0060
0	100	100	0	100	100	66.6667	0.7746	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__Rhodobacterales__Rhodobacteraceae__Roseovarius
0	106	106	0	106	82	66.6667	0.78705	root__cellular__organisms__Bacteria__Proteobacteria__Alphaproteobacteria__unclassified__Alphaproteobacteria__unclassified__Alphaproteobacteria__(miscellaneous)__Alphaproteobacteria__bacterium__65-7
14	168	23	11	168	16	66.6667	1.17888	root__cellular__organisms__Bacteria__Proteobacteria__Gammaproteobacteria__Pseudomonadales__Moraxellaceae__Acinetobacter__Acinetobacter__calcoaceticus/baumannii__complex__Acinetobacter__baumannii
